<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SOLUSDT,1,241111,222200,218.57000000,218.75000000,217.86000000,217.96000000,6352.29300000
SOLUSDT,1,241111,222100,218.42000000,218.76000000,218.17000000,218.57000000,10055.45700000
SOLUSDT,1,241111,222000,217.95000000,218.98000000,217.94000000,218.42000000,15440.26600000
SOLUSDT,1,241111,221900,217.56000000,217.95000000,217.54000000,217.94000000,4132.32200000
SOLUSDT,1,241111,221800,216.89000000,217.59000000,216.85000000,217.55000000,27448.19700000
SOLUSDT,1,241111,221700,217.49000000,217.58000000,216.67000000,216.89000000,11058.93200000
SOLUSDT,1,241111,221600,217.97000000,218.00000000,217.40000000,217.49000000,8759.13100000
SOLUSDT,1,241111,221500,217.92000000,218.13000000,217.88000000,217.97000000,3993.67300000
SOLUSDT,1,241111,221400,218.20000000,218.29000000,217.80000000,217.92000000,9694.08800000
SOLUSDT,1,241111,221300,218.73000000,218.82000000,218.19000000,218.21000000,3718.55200000
SOLUSDT,1,241111,221200,218.93000000,219.04000000,218.69000000,218.73000000,3828.15500000
SOLUSDT,1,241111,221100,218.67000000,218.97000000,218.45000000,218.93000000,2567.42500000
SOLUSDT,1,241111,221000,219.13000000,219.32000000,218.61000000,218.68000000,3438.31200000
SOLUSDT,1,241111,220900,219.16000000,219.37000000,218.97000000,219.12000000,3350.34800000
SOLUSDT,1,241111,220800,219.17000000,219.31000000,218.95000000,219.17000000,2641.20200000
SOLUSDT,1,241111,220700,219.14000000,219.61000000,219.13000000,219.18000000,3143.58000000
SOLUSDT,1,241111,220600,219.40000000,219.41000000,218.83000000,219.14000000,2426.58300000
SOLUSDT,1,241111,220500,219.27000000,219.52000000,218.95000000,219.40000000,3941.72900000
SOLUSDT,1,241111,220400,218.99000000,219.35000000,218.92000000,219.26000000,2036.11400000
SOLUSDT,1,241111,220300,218.91000000,219.22000000,218.88000000,218.99000000,1922.74700000
SOLUSDT,1,241111,220200,219.21000000,219.34000000,218.86000000,218.90000000,6220.58600000
SOLUSDT,1,241111,220100,219.06000000,219.35000000,218.98000000,219.21000000,2549.92000000
SOLUSDT,1,241111,220000,218.89000000,219.20000000,218.86000000,219.07000000,2876.74100000
SOLUSDT,1,241111,215900,219.01000000,219.10000000,218.89000000,218.89000000,1447.70100000
SOLUSDT,1,241111,215800,219.27000000,219.28000000,218.84000000,219.00000000,5357.72900000
SOLUSDT,1,241111,215700,219.19000000,219.46000000,219.15000000,219.28000000,3044.24900000
SOLUSDT,1,241111,215600,218.97000000,219.20000000,218.92000000,219.19000000,1897.30000000
SOLUSDT,1,241111,215500,218.92000000,219.07000000,218.75000000,218.96000000,3830.18700000
SOLUSDT,1,241111,215400,219.15000000,219.22000000,218.50000000,218.92000000,12396.26800000
SOLUSDT,1,241111,215300,218.81000000,219.24000000,218.63000000,219.15000000,12636.45000000
SOLUSDT,1,241111,215200,218.81000000,218.92000000,218.63000000,218.81000000,2935.74500000
SOLUSDT,1,241111,215100,218.46000000,218.96000000,218.40000000,218.82000000,3135.75800000
SOLUSDT,1,241111,215000,218.50000000,218.57000000,218.22000000,218.46000000,3694.25700000
SOLUSDT,1,241111,214900,217.98000000,218.52000000,217.98000000,218.50000000,1630.55600000
SOLUSDT,1,241111,214800,218.25000000,218.42000000,217.90000000,217.97000000,3941.58500000
SOLUSDT,1,241111,214700,218.20000000,218.55000000,217.90000000,218.25000000,5398.38900000
SOLUSDT,1,241111,214600,218.68000000,218.70000000,218.11000000,218.20000000,7225.19000000
SOLUSDT,1,241111,214500,219.20000000,219.28000000,218.62000000,218.68000000,7040.69300000
SOLUSDT,1,241111,214400,219.09000000,219.31000000,218.99000000,219.20000000,6741.13800000
SOLUSDT,1,241111,214300,219.28000000,219.40000000,219.05000000,219.08000000,3393.53500000
SOLUSDT,1,241111,214200,219.05000000,219.40000000,219.00000000,219.29000000,5234.31300000
SOLUSDT,1,241111,214100,219.26000000,219.35000000,219.00000000,219.04000000,2716.88600000
SOLUSDT,1,241111,214000,219.01000000,219.34000000,219.00000000,219.27000000,4745.90900000
SOLUSDT,1,241111,213900,219.33000000,219.51000000,219.00000000,219.01000000,10347.72900000
SOLUSDT,1,241111,213800,219.40000000,219.57000000,219.29000000,219.33000000,2369.56300000
SOLUSDT,1,241111,213700,219.58000000,219.76000000,219.26000000,219.40000000,2356.69500000
SOLUSDT,1,241111,213600,219.85000000,220.00000000,219.59000000,219.59000000,3751.67800000
SOLUSDT,1,241111,213500,219.55000000,219.96000000,219.45000000,219.86000000,3210.39000000
SOLUSDT,1,241111,213400,219.65000000,219.98000000,219.50000000,219.54000000,3923.79200000
SOLUSDT,1,241111,213300,219.92000000,219.97000000,219.46000000,219.65000000,4651.50100000
SOLUSDT,1,241111,213200,219.99000000,220.24000000,219.88000000,219.91000000,3054.92000000
SOLUSDT,1,241111,213100,220.11000000,220.11000000,219.66000000,219.99000000,13448.34200000
SOLUSDT,1,241111,213000,220.72000000,220.77000000,220.10000000,220.10000000,3518.37200000
SOLUSDT,1,241111,212900,220.95000000,221.13000000,220.68000000,220.72000000,3177.13200000
SOLUSDT,1,241111,212800,221.14000000,221.14000000,220.75000000,220.95000000,4336.07800000
SOLUSDT,1,241111,212700,220.69000000,221.22000000,220.62000000,221.13000000,8879.41300000
SOLUSDT,1,241111,212600,220.21000000,220.69000000,220.18000000,220.69000000,4947.53900000
SOLUSDT,1,241111,212500,220.17000000,220.56000000,220.07000000,220.21000000,7829.86600000
SOLUSDT,1,241111,212400,220.54000000,220.83000000,220.16000000,220.18000000,5663.08400000
SOLUSDT,1,241111,212300,220.39000000,220.67000000,220.20000000,220.54000000,3471.59900000
SOLUSDT,1,241111,212200,220.44000000,220.57000000,220.07000000,220.39000000,6266.90200000
SOLUSDT,1,241111,212100,219.49000000,220.50000000,219.45000000,220.46000000,6377.84300000
SOLUSDT,1,241111,212000,219.99000000,220.24000000,219.42000000,219.49000000,7291.12900000
SOLUSDT,1,241111,211900,219.86000000,220.00000000,219.68000000,219.99000000,4908.47400000
SOLUSDT,1,241111,211800,220.20000000,220.64000000,219.86000000,219.87000000,10421.68300000
SOLUSDT,1,241111,211700,219.27000000,220.36000000,219.26000000,220.20000000,8998.58200000
SOLUSDT,1,241111,211600,219.10000000,219.36000000,219.02000000,219.26000000,1265.48700000
SOLUSDT,1,241111,211500,219.28000000,219.41000000,218.89000000,219.10000000,2307.29000000
SOLUSDT,1,241111,211400,219.24000000,219.50000000,219.23000000,219.29000000,4107.00100000
SOLUSDT,1,241111,211300,218.97000000,219.30000000,218.93000000,219.23000000,3465.39300000
SOLUSDT,1,241111,211200,218.78000000,219.06000000,218.63000000,218.97000000,2491.15800000
SOLUSDT,1,241111,211100,218.84000000,218.97000000,218.56000000,218.78000000,3316.67100000
SOLUSDT,1,241111,211000,218.91000000,218.91000000,218.53000000,218.84000000,1526.53900000
SOLUSDT,1,241111,210900,218.98000000,219.13000000,218.70000000,218.91000000,1649.17300000
SOLUSDT,1,241111,210800,218.79000000,219.03000000,218.58000000,218.97000000,2755.03600000
SOLUSDT,1,241111,210700,219.07000000,219.42000000,218.79000000,218.80000000,3223.04300000
SOLUSDT,1,241111,210600,219.21000000,219.45000000,218.76000000,219.07000000,10547.64300000
SOLUSDT,1,241111,210500,219.22000000,219.42000000,218.92000000,219.20000000,6827.09900000
SOLUSDT,1,241111,210400,218.90000000,219.26000000,218.90000000,219.23000000,3294.94300000
SOLUSDT,1,241111,210300,218.42000000,219.00000000,218.37000000,218.90000000,9907.19200000
SOLUSDT,1,241111,210200,218.01000000,218.49000000,218.00000000,218.40000000,7919.72300000
SOLUSDT,1,241111,210100,218.08000000,218.30000000,218.00000000,218.00000000,15054.07000000
SOLUSDT,1,241111,210000,218.76000000,219.02000000,217.82000000,218.07000000,14728.03100000
SOLUSDT,1,241111,205900,218.16000000,219.38000000,218.05000000,218.75000000,6269.81700000
SOLUSDT,1,241111,205800,218.72000000,218.72000000,218.00000000,218.16000000,13343.18000000
SOLUSDT,1,241111,205700,219.14000000,219.36000000,218.69000000,218.73000000,8067.39500000
SOLUSDT,1,241111,205600,219.95000000,219.95000000,219.10000000,219.14000000,9636.49000000
SOLUSDT,1,241111,205500,220.34000000,220.44000000,219.83000000,219.95000000,6369.12400000
SOLUSDT,1,241111,205400,220.80000000,220.87000000,220.35000000,220.35000000,11615.45400000
SOLUSDT,1,241111,205300,220.88000000,221.03000000,220.80000000,220.81000000,9468.64400000
SOLUSDT,1,241111,205200,221.14000000,221.21000000,220.80000000,220.87000000,4244.39000000
SOLUSDT,1,241111,205100,221.02000000,221.24000000,220.80000000,221.13000000,4800.82000000
SOLUSDT,1,241111,205000,220.77000000,221.11000000,220.61000000,221.03000000,5394.06400000
SOLUSDT,1,241111,204900,220.85000000,221.05000000,220.77000000,220.77000000,5335.56000000
SOLUSDT,1,241111,204800,221.06000000,221.11000000,220.71000000,220.86000000,7513.25900000
SOLUSDT,1,241111,204700,220.70000000,221.15000000,220.70000000,221.05000000,7458.96300000
SOLUSDT,1,241111,204600,221.26000000,221.42000000,220.69000000,220.69000000,10498.46800000
SOLUSDT,1,241111,204500,221.62000000,221.72000000,221.20000000,221.25000000,5678.24700000
SOLUSDT,1,241111,204400,221.22000000,221.69000000,221.08000000,221.62000000,4917.45600000
SOLUSDT,1,241111,204300,221.70000000,221.82000000,221.06000000,221.23000000,5279.90000000
SOLUSDT,1,241111,204200,221.74000000,222.02000000,221.42000000,221.70000000,5828.18000000
SOLUSDT,1,241111,204100,222.50000000,223.00000000,221.54000000,221.73000000,20321.83400000
SOLUSDT,1,241111,204000,221.91000000,222.97000000,221.53000000,222.50000000,36766.08900000
SOLUSDT,1,241111,203900,221.99000000,222.00000000,221.40000000,221.91000000,13028.03100000
SOLUSDT,1,241111,203800,220.66000000,222.00000000,220.64000000,221.99000000,27905.11600000
SOLUSDT,1,241111,203700,219.95000000,220.70000000,219.83000000,220.66000000,13135.95400000
SOLUSDT,1,241111,203600,219.65000000,219.99000000,219.52000000,219.96000000,4217.20900000
SOLUSDT,1,241111,203500,219.85000000,219.94000000,219.65000000,219.65000000,4151.23300000
SOLUSDT,1,241111,203400,219.72000000,220.00000000,219.72000000,219.84000000,5004.55800000
SOLUSDT,1,241111,203300,219.40000000,219.72000000,219.25000000,219.71000000,5675.78800000
SOLUSDT,1,241111,203200,219.25000000,219.50000000,219.23000000,219.40000000,13222.63500000
SOLUSDT,1,241111,203100,218.75000000,219.50000000,218.75000000,219.25000000,12746.86600000
SOLUSDT,1,241111,203000,218.81000000,219.27000000,218.65000000,218.76000000,6991.43200000
SOLUSDT,1,241111,202900,218.81000000,218.92000000,218.71000000,218.81000000,3051.59100000
SOLUSDT,1,241111,202800,218.82000000,218.87000000,218.55000000,218.81000000,3463.75100000
SOLUSDT,1,241111,202700,218.66000000,218.96000000,218.49000000,218.83000000,4396.91400000
SOLUSDT,1,241111,202600,218.63000000,218.96000000,218.60000000,218.66000000,3331.85400000
SOLUSDT,1,241111,202500,218.56000000,218.70000000,218.35000000,218.63000000,1982.96000000
SOLUSDT,1,241111,202400,218.43000000,218.66000000,218.40000000,218.56000000,1631.15000000
SOLUSDT,1,241111,202300,218.54000000,218.79000000,218.39000000,218.42000000,1845.26900000
SOLUSDT,1,241111,202200,218.55000000,218.85000000,218.35000000,218.54000000,3437.70800000
SOLUSDT,1,241111,202100,218.46000000,218.75000000,218.42000000,218.55000000,3050.21300000
SOLUSDT,1,241111,202000,219.20000000,219.20000000,218.47000000,218.47000000,5108.47000000
SOLUSDT,1,241111,201900,219.17000000,219.40000000,219.08000000,219.20000000,1974.40400000
SOLUSDT,1,241111,201800,219.32000000,219.50000000,219.12000000,219.17000000,3304.73900000
SOLUSDT,1,241111,201700,219.49000000,219.50000000,219.09000000,219.32000000,4677.31600000
SOLUSDT,1,241111,201600,220.22000000,220.24000000,219.38000000,219.49000000,6455.16800000
SOLUSDT,1,241111,201500,220.00000000,220.45000000,219.99000000,220.23000000,26336.30400000
SOLUSDT,1,241111,201400,219.70000000,220.06000000,219.60000000,220.00000000,4838.74600000
SOLUSDT,1,241111,201300,219.55000000,219.80000000,219.45000000,219.71000000,3253.98100000
SOLUSDT,1,241111,201200,219.47000000,219.89000000,219.33000000,219.55000000,11338.68800000
SOLUSDT,1,241111,201100,218.87000000,219.48000000,218.77000000,219.47000000,6376.90700000
SOLUSDT,1,241111,201000,218.27000000,218.88000000,218.26000000,218.86000000,9168.31500000
SOLUSDT,1,241111,200900,217.94000000,218.47000000,217.84000000,218.27000000,3479.04300000
SOLUSDT,1,241111,200800,217.99000000,218.06000000,217.74000000,217.95000000,2124.78100000
SOLUSDT,1,241111,200700,217.82000000,218.03000000,217.65000000,217.99000000,2857.20500000
SOLUSDT,1,241111,200600,217.73000000,217.94000000,217.65000000,217.82000000,1668.31400000
SOLUSDT,1,241111,200500,217.80000000,218.04000000,217.64000000,217.73000000,2312.78100000
SOLUSDT,1,241111,200400,217.82000000,217.92000000,217.67000000,217.81000000,3254.77700000
SOLUSDT,1,241111,200300,217.78000000,217.95000000,217.64000000,217.82000000,2383.94600000
SOLUSDT,1,241111,200200,218.10000000,218.10000000,217.55000000,217.77000000,2787.60600000
SOLUSDT,1,241111,200100,217.86000000,218.16000000,217.75000000,218.11000000,4037.63700000
SOLUSDT,1,241111,200000,217.81000000,218.08000000,217.69000000,217.85000000,3601.97000000
SOLUSDT,1,241111,195900,217.70000000,217.85000000,217.55000000,217.82000000,1128.15100000
SOLUSDT,1,241111,195800,217.66000000,217.85000000,217.64000000,217.69000000,2318.30100000
SOLUSDT,1,241111,195700,217.75000000,217.85000000,217.59000000,217.66000000,1713.16400000
SOLUSDT,1,241111,195600,217.85000000,217.92000000,217.68000000,217.74000000,2364.50200000
SOLUSDT,1,241111,195500,217.88000000,218.09000000,217.70000000,217.84000000,1318.01800000
SOLUSDT,1,241111,195400,217.47000000,217.94000000,217.39000000,217.87000000,2316.13700000
SOLUSDT,1,241111,195300,217.53000000,217.56000000,217.07000000,217.46000000,4046.28500000
SOLUSDT,1,241111,195200,217.71000000,217.83000000,217.14000000,217.53000000,4616.24500000
SOLUSDT,1,241111,195100,217.82000000,217.97000000,217.64000000,217.70000000,2666.44200000
SOLUSDT,1,241111,195000,217.66000000,217.87000000,217.57000000,217.82000000,2756.37600000
SOLUSDT,1,241111,194900,217.72000000,217.83000000,217.43000000,217.66000000,3839.57900000
SOLUSDT,1,241111,194800,217.53000000,217.73000000,217.31000000,217.73000000,2458.50400000
SOLUSDT,1,241111,194700,217.47000000,217.97000000,217.38000000,217.52000000,5042.00200000
SOLUSDT,1,241111,194600,216.33000000,217.62000000,216.30000000,217.47000000,4699.36400000
SOLUSDT,1,241111,194500,216.65000000,216.79000000,216.19000000,216.33000000,6718.07000000
SOLUSDT,1,241111,194400,216.87000000,216.87000000,216.03000000,216.65000000,13313.37400000
SOLUSDT,1,241111,194300,217.11000000,217.15000000,216.66000000,216.87000000,6745.25900000
SOLUSDT,1,241111,194200,217.47000000,217.73000000,217.10000000,217.11000000,8151.80600000
SOLUSDT,1,241111,194100,217.81000000,217.81000000,217.25000000,217.47000000,6183.60600000
SOLUSDT,1,241111,194000,218.56000000,218.66000000,217.80000000,217.81000000,17877.17000000
SOLUSDT,1,241111,193900,218.90000000,218.93000000,218.50000000,218.55000000,2689.13100000
SOLUSDT,1,241111,193800,218.80000000,219.04000000,218.75000000,218.89000000,1154.38300000
SOLUSDT,1,241111,193700,218.97000000,219.16000000,218.74000000,218.80000000,2983.97200000
SOLUSDT,1,241111,193600,219.06000000,219.08000000,218.63000000,218.98000000,6264.48900000
SOLUSDT,1,241111,193500,219.16000000,219.22000000,218.68000000,219.06000000,2440.95900000
SOLUSDT,1,241111,193400,219.21000000,219.25000000,219.02000000,219.16000000,5191.26700000
SOLUSDT,1,241111,193300,219.09000000,219.22000000,218.89000000,219.20000000,5659.61200000
SOLUSDT,1,241111,193200,218.75000000,219.09000000,218.72000000,219.09000000,2491.54200000
SOLUSDT,1,241111,193100,218.60000000,218.89000000,218.50000000,218.75000000,3343.74200000
SOLUSDT,1,241111,193000,218.99000000,218.99000000,218.50000000,218.60000000,5695.87200000
SOLUSDT,1,241111,192900,218.91000000,219.00000000,218.70000000,219.00000000,2807.98500000
SOLUSDT,1,241111,192800,218.62000000,218.99000000,218.56000000,218.91000000,2312.31500000
SOLUSDT,1,241111,192700,218.56000000,218.76000000,218.50000000,218.61000000,6656.22500000
SOLUSDT,1,241111,192600,218.55000000,218.80000000,218.50000000,218.56000000,6219.32400000
SOLUSDT,1,241111,192500,219.09000000,219.09000000,218.54000000,218.55000000,6096.05500000
SOLUSDT,1,241111,192400,219.02000000,219.14000000,218.92000000,219.09000000,4293.52800000
SOLUSDT,1,241111,192300,219.60000000,219.80000000,219.01000000,219.02000000,7816.85700000
SOLUSDT,1,241111,192200,220.03000000,220.27000000,219.57000000,219.60000000,3126.71200000
SOLUSDT,1,241111,192100,220.12000000,220.30000000,219.91000000,220.03000000,5481.69100000
SOLUSDT,1,241111,192000,220.49000000,220.51000000,220.07000000,220.13000000,4825.75600000
SOLUSDT,1,241111,191900,220.12000000,220.75000000,220.06000000,220.49000000,21259.81000000
SOLUSDT,1,241111,191800,220.40000000,220.50000000,219.95000000,220.11000000,13322.13200000
SOLUSDT,1,241111,191700,220.82000000,220.83000000,220.23000000,220.41000000,7789.55500000
SOLUSDT,1,241111,191600,219.17000000,221.11000000,219.17000000,220.81000000,20659.62600000
SOLUSDT,1,241111,191500,219.33000000,219.52000000,218.87000000,219.16000000,7385.65300000
SOLUSDT,1,241111,191400,219.10000000,219.36000000,218.65000000,219.34000000,4815.20400000
SOLUSDT,1,241111,191300,218.59000000,219.16000000,218.59000000,219.10000000,5969.53800000
SOLUSDT,1,241111,191200,219.21000000,219.32000000,218.50000000,218.58000000,20706.14400000
SOLUSDT,1,241111,191100,219.82000000,219.85000000,219.17000000,219.22000000,11031.84000000
SOLUSDT,1,241111,191000,220.20000000,220.22000000,219.45000000,219.82000000,6096.84100000
SOLUSDT,1,241111,190900,218.96000000,220.30000000,218.91000000,220.20000000,11898.42600000
SOLUSDT,1,241111,190800,218.51000000,219.10000000,218.31000000,218.97000000,8170.03800000
SOLUSDT,1,241111,190700,219.42000000,220.17000000,218.20000000,218.51000000,41526.06500000
SOLUSDT,1,241111,190600,219.07000000,219.62000000,218.85000000,219.42000000,6360.35400000
SOLUSDT,1,241111,190500,218.92000000,219.28000000,218.56000000,219.08000000,5351.06800000
SOLUSDT,1,241111,190400,218.90000000,219.08000000,218.70000000,218.92000000,4527.20000000
SOLUSDT,1,241111,190300,219.00000000,219.00000000,218.43000000,218.82000000,15974.78700000
SOLUSDT,1,241111,190200,219.04000000,219.17000000,219.00000000,219.01000000,3329.76200000
SOLUSDT,1,241111,190100,219.00000000,219.18000000,219.00000000,219.05000000,7652.42300000
SOLUSDT,1,241111,190000,219.30000000,219.41000000,219.00000000,219.00000000,6417.15400000
SOLUSDT,1,241111,185900,219.56000000,219.56000000,219.16000000,219.30000000,3678.01100000
